7.045352401664414232e-01,7.083774102092963432e-01,7.153260917495425364e-01,7.135755944992266953e-01,7.052734088120096168e-01,6.983765078131466408e-01,6.894034014946589517e-01,6.867341924123299135e-01
7.058897833843491565e-01,7.106244581217306955e-01,7.193119172382436144e-01,7.157569264044275625e-01,7.038955713225064637e-01,6.938213497581864342e-01,6.865523607446737397e-01,6.822072736091644440e-01
7.052311318546500285e-01,7.089376820476985808e-01,7.203308705521395128e-01,7.143688004130779312e-01,6.989140733981652476e-01,6.896220923046693096e-01,6.786983610177075299e-01,6.794200409169672827e-01
7.034626793559256575e-01,7.111572860654996608e-01,7.201918549512253964e-01,7.118330614188320693e-01,6.955988677537207066e-01,6.896047840654953021e-01,6.777567675148605808e-01,6.785984647023919347e-01
7.047425685264452344e-01,7.123741989927969698e-01,7.192545921751666294e-01,7.097731472519142049e-01,6.984718444282115302e-01,6.872779742514187884e-01,6.796957520620574567e-01,6.811186988422848199e-01
7.060699633286141585e-01,7.123837444273928288e-01,7.179638977548449263e-01,7.093748611195019871e-01,6.904754394459685640e-01,6.780594152048966539e-01,6.755433319618714405e-01,6.727984965590595445e-01
6.998292339356035896e-01,7.111288524740926320e-01,7.193713158737071733e-01,7.032397975410035196e-01,6.867431708244324806e-01,6.828823129548070581e-01,6.779578000009022221e-01,6.797195245617777548e-01
7.026579036936960732e-01,7.116468644728144444e-01,7.205211135784328480e-01,7.014439190607490993e-01,6.848630132029566164e-01,6.761668966265017566e-01,6.749138456921008888e-01,6.726820341221630972e-01
7.006267969123021189e-01,7.139091476887006182e-01,7.151090052424867727e-01,7.021269266608418658e-01,6.843286914787647390e-01,6.739344755052051328e-01,6.700858129374516192e-01,6.696686539136740279e-01
7.014513069694771064e-01,7.135405899599300827e-01,7.181693823367775176e-01,6.996937427301590517e-01,6.834270654388354682e-01,6.793775644697237492e-01,6.689863314779874726e-01,6.713286578676238570e-01
7.009095595129001266e-01,7.136439290774494459e-01,7.154178400621835632e-01,7.013306909317768012e-01,6.788466081911711525e-01,6.765766652319838981e-01,6.736414392634848536e-01,6.662549311334551305e-01
