5.724206349206347744e-01,6.190476190476190688e-01,6.474206349206348410e-01,6.573412698412698374e-01,6.523809523809523947e-01,6.511904761904762085e-01,6.424603174603173983e-01,6.408730158730158166e-01
5.783730158730159276e-01,6.246031746031744936e-01,6.549603174603173539e-01,6.636904761904761640e-01,6.523809523809525057e-01,6.456349206349206726e-01,6.426587301587300960e-01,6.400793650793651368e-01
5.785714285714285143e-01,6.246031746031744936e-01,6.628968253968252622e-01,6.611111111111112049e-01,6.505952380952381153e-01,6.428571428571426827e-01,6.375000000000000666e-01,6.390873015873016483e-01
5.779761904761904212e-01,6.295634920634920473e-01,6.599206349206349076e-01,6.581349206349206282e-01,6.480158730158730451e-01,6.450396825396826905e-01,6.386904761904761418e-01,6.392857142857142350e-01
5.837301587301586547e-01,6.345238095238096010e-01,6.587301587301587213e-01,6.597222222222223209e-01,6.505952380952381153e-01,6.430555555555554914e-01,6.390873015873016483e-01,6.428571428571429047e-01
5.867063492063492314e-01,6.333333333333333037e-01,6.601190476190476053e-01,6.591269841269841168e-01,6.444444444444444864e-01,6.347222222222222987e-01,6.367063492063491648e-01,6.376984126984126533e-01
5.813492063492062822e-01,6.347222222222221877e-01,6.650793650793651590e-01,6.537698412698413897e-01,6.402777777777779455e-01,6.392857142857142350e-01,6.382936507936508574e-01,6.428571428571429047e-01
5.851190476190475387e-01,6.382936507936508574e-01,6.650793650793650480e-01,6.525793650793650924e-01,6.412698412698414341e-01,6.351190476190476941e-01,6.363095238095237693e-01,6.375000000000000666e-01
5.827380952380951662e-01,6.398809523809524391e-01,6.634920634920633553e-01,6.515873015873017149e-01,6.404761904761904212e-01,6.343253968253967923e-01,6.349206349206349964e-01,6.369047619047619735e-01
5.861111111111110272e-01,6.424603174603176203e-01,6.650793650793651590e-01,6.509920634920633997e-01,6.406746031746033410e-01,6.404761904761904212e-01,6.337301587301585881e-01,6.402777777777777235e-01
5.886904761904762085e-01,6.436507936507938066e-01,6.623015873015872801e-01,6.535714285714285809e-01,6.363095238095237693e-01,6.371031746031746712e-01,6.384920634920635552e-01,6.351190476190475831e-01
