5.119047619047620845e-01,5.128968253968254620e-01,5.188492063492062822e-01,5.093253968253969033e-01
5.099206349206349964e-01,5.273809523809523947e-01,5.140873015873015373e-01,5.242063492063492314e-01
5.192460317460317887e-01,5.232142857142856318e-01,5.126984126984127643e-01,5.198412698412698818e-01
5.126984126984126533e-01,5.172619047619047006e-01,5.166666666666666075e-01,5.079365079365079083e-01
5.130952380952380487e-01,5.152777777777777235e-01,5.271825396825398080e-01,5.061507936507935179e-01
5.124999999999999556e-01,5.148809523809523281e-01,5.186507936507936956e-01,5.136904761904762529e-01
5.202380952380951662e-01,5.184523809523809978e-01,5.154761904761905322e-01,5.236111111111111382e-01
5.061507936507936289e-01,5.198412698412699928e-01,5.251984126984124979e-01,5.069444444444444198e-01
5.170634920634920029e-01,5.178571428571429047e-01,5.140873015873016483e-01,5.009920634920634885e-01
5.170634920634921139e-01,5.188492063492062822e-01,5.144841269841270437e-01,5.186507936507935845e-01
5.061507936507937400e-01,5.097222222222221877e-01,5.130952380952381597e-01,5.246031746031745158e-01
5.067460317460317221e-01,5.182539682539683001e-01,5.132936507936507464e-01,5.144841269841269327e-01
5.071428571428573395e-01,5.240079365079365337e-01,5.226190476190476497e-01,5.124999999999999556e-01
5.188492063492063933e-01,5.091269841269842056e-01,5.119047619047619735e-01,5.249999999999999112e-01
5.063492063492063266e-01,5.107142857142857872e-01,5.168650793650794162e-01,5.198412698412698818e-01
5.142857142857142350e-01,5.095238095238094900e-01,5.083333333333334147e-01,5.134920634920636662e-01
5.224206349206348410e-01,5.212301587301586547e-01,5.091269841269842056e-01,5.138888888888889506e-01
5.321428571428572507e-01,5.123015873015871469e-01,5.140873015873015373e-01,5.134920634920634441e-01
5.146825396825396304e-01,5.079365079365077973e-01,5.190476190476189799e-01,5.148809523809523281e-01
5.154761904761903102e-01,5.128968253968253510e-01,5.210317460317459570e-01,5.172619047619047006e-01
