5.325396910309792009e-01,5.269841283559799638e-01,5.269841283559799638e-01,5.313492119312286377e-01,5.382936626672745195e-01,5.424603179097176042e-01,5.297619149088859114e-01,5.386904776096343994e-01,5.323412716388702393e-01,5.369047626852989641e-01,5.400793716311454995e-01,5.345238149166107178e-01
5.277777865529060808e-01,5.317460358142852561e-01,5.319444477558136208e-01,5.396825373172760010e-01,5.357142925262451394e-01,5.365079492330551147e-01,5.392857193946838379e-01,5.369047671556472778e-01,5.333333373069762962e-01,5.361111223697662131e-01,5.343253970146178977e-01,5.337301641702651978e-01
5.321428567171097024e-01,5.353174597024917825e-01,5.327381014823913130e-01,5.347222208976745161e-01,5.384920656681060347e-01,5.386904820799827132e-01,5.259920701384543928e-01,5.422619104385375532e-01,5.341269940137862715e-01,5.382936507463454978e-01,5.327380970120429993e-01,5.343253970146178977e-01
5.353174656629562378e-01,5.386904805898666826e-01,5.351190537214278731e-01,5.279761895537375960e-01,5.317460387945175393e-01,5.414682537317275779e-01,5.454365134239196333e-01,5.392857193946838379e-01,5.398809581995009932e-01,5.394841313362122026e-01,5.406746119260787964e-01,5.365079388022422346e-01
5.412698537111282349e-01,5.327380985021591409e-01,5.351190462708472761e-01,5.414682582020760027e-01,5.367063522338867410e-01,5.390873044729233010e-01,5.454365164041519165e-01,5.380952417850494163e-01,5.464285761117935181e-01,5.375000059604644331e-01,5.335317522287368330e-01,5.333333373069762962e-01
5.388888955116272195e-01,5.448412835597992165e-01,5.416666656732559426e-01,5.388888925313949363e-01,5.464285820722579734e-01,5.396825462579727395e-01,5.371031790971756426e-01,5.376984179019927979e-01,5.380952417850494163e-01,5.420634940266608748e-01,5.438492149114608765e-01,5.406746059656143411e-01
5.355158805847167747e-01,5.476190507411956565e-01,5.434523850679398027e-01,5.382936596870422363e-01,5.462301671504974365e-01,5.404761970043182595e-01,5.418650820851326211e-01,5.390873059630394426e-01,5.367063507437705994e-01,5.367063611745834795e-01,5.337301671504974809e-01,5.466269910335540549e-01
5.450396895408630149e-01,5.428571492433548196e-01,5.436507970094680564e-01,5.432539761066437212e-01,5.470238089561462180e-01,5.373015880584717241e-01,5.394841372966766579e-01,5.386904925107955933e-01,5.420634984970092995e-01,5.460317507386207581e-01,5.359126999974250793e-01,5.420634925365448442e-01
5.418650895357132180e-01,5.422619059681892395e-01,5.408730149269104226e-01,5.462301626801491228e-01,5.378968238830565962e-01,5.373015880584717241e-01,5.390873044729233010e-01,5.492063581943511519e-01,5.367063567042350547e-01,5.398809581995009932e-01,5.319444507360457930e-01,5.396825462579727395e-01
5.466269910335540549e-01,5.442460358142853227e-01,5.450396865606308427e-01,5.430555582046509011e-01,5.448412865400313887e-01,5.430555537343024763e-01,5.432539671659469827e-01,5.388888910412787947e-01,5.357142955064773115e-01,5.406746000051498857e-01,5.361111193895340410e-01,5.347222268581390825e-01
