6.099206349206350852e-01,6.055555555555555136e-01,5.898809523809522837e-01,5.746031746031745602e-01,5.944444444444444420e-01,5.791666666666667185e-01
6.073412698412697930e-01,5.968253968253968145e-01,5.871031746031745158e-01,5.968253968253969255e-01,5.833333333333332593e-01,5.833333333333332593e-01
6.099206349206350852e-01,5.942460317460316332e-01,5.744047619047619735e-01,5.992063492063491870e-01,5.779761904761905322e-01,5.839285714285714635e-01
6.077380952380951884e-01,5.930555555555556690e-01,5.861111111111111382e-01,5.767857142857142350e-01,5.748015873015873689e-01,5.684523809523808202e-01
6.059523809523810201e-01,5.972222222222222099e-01,5.835317460317459570e-01,5.761904761904761418e-01,5.738095238095238804e-01,5.672619047619047450e-01
6.119047619047618403e-01,5.984126984126982851e-01,5.817460317460316777e-01,5.757936507936507464e-01,5.892857142857141906e-01,5.664682539682538431e-01
6.073412698412696820e-01,6.009920634920635774e-01,5.714285714285713969e-01,5.835317460317460680e-01,5.763888888888888395e-01,5.781746031746031189e-01
6.146825396825396082e-01,5.861111111111111382e-01,5.908730158730157722e-01,5.755952380952382708e-01,5.767857142857142350e-01,5.670634920634920473e-01
6.095238095238095788e-01,5.857142857142856318e-01,5.694444444444444198e-01,5.726190476190475831e-01,5.658730158730158610e-01,5.827380952380952772e-01
5.990079365079363782e-01,5.948412698412698374e-01,5.807539682539683001e-01,5.892857142857143016e-01,5.791666666666668295e-01,5.750000000000000666e-01
