5.158730158730159276e-01,5.357142857142856984e-01,4.920634920634920362e-01,5.000000000000000000e-01,5.277777777777777901e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.563492063492063378e-01,4.920634920634920362e-01,5.158730158730159276e-01,5.396825396825396526e-01,5.158730158730159276e-01,5.198412698412698818e-01,5.277777777777777901e-01,5.198412698412698818e-01,5.000000000000000000e-01,4.722222222222222099e-01,4.682539682539682557e-01,5.198412698412698818e-01,5.198412698412698818e-01
5.198412698412698818e-01,5.238095238095238360e-01,5.198412698412698818e-01,5.238095238095238360e-01,5.238095238095238360e-01,5.198412698412698818e-01,4.801587301587301737e-01,4.880952380952380820e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.841269841269841279e-01,5.317460317460317443e-01,4.920634920634920362e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.317460317460317443e-01,5.198412698412698818e-01,4.761904761904761640e-01,5.198412698412698818e-01,5.000000000000000000e-01
5.277777777777777901e-01,5.238095238095238360e-01,4.801587301587301737e-01,5.238095238095238360e-01,5.158730158730159276e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.357142857142856984e-01,4.960317460317460458e-01,5.357142857142856984e-01,5.277777777777777901e-01,5.198412698412698818e-01,5.238095238095238360e-01,5.238095238095238360e-01,5.198412698412698818e-01,5.357142857142856984e-01,4.960317460317460458e-01,5.198412698412698818e-01,4.920634920634920362e-01,5.198412698412698818e-01
5.039682539682539542e-01,5.436507936507936067e-01,5.198412698412698818e-01,5.158730158730159276e-01,4.761904761904761640e-01,5.158730158730159276e-01,5.198412698412698818e-01,5.238095238095238360e-01,5.158730158730159276e-01,5.198412698412698818e-01,5.079365079365079083e-01,5.198412698412698818e-01,5.277777777777777901e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.920634920634920362e-01,5.357142857142856984e-01,5.238095238095238360e-01,5.277777777777777901e-01,5.158730158730159276e-01
5.198412698412698818e-01,5.357142857142856984e-01,5.277777777777777901e-01,5.238095238095238360e-01,5.317460317460317443e-01,5.357142857142856984e-01,4.880952380952380820e-01,5.238095238095238360e-01,5.357142857142856984e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.761904761904761640e-01,5.238095238095238360e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.880952380952380820e-01,5.158730158730159276e-01,4.841269841269841279e-01
5.158730158730159276e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.960317460317460458e-01,4.920634920634920362e-01,5.198412698412698818e-01,4.960317460317460458e-01,5.277777777777777901e-01,5.119047619047618625e-01,5.436507936507936067e-01,5.198412698412698818e-01,4.642857142857143016e-01,5.317460317460317443e-01,5.158730158730159276e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.317460317460317443e-01,4.960317460317460458e-01,5.396825396825396526e-01,5.198412698412698818e-01
5.198412698412698818e-01,5.317460317460317443e-01,5.079365079365079083e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.920634920634920362e-01,5.238095238095238360e-01,5.198412698412698818e-01,4.920634920634920362e-01,4.920634920634920362e-01,5.238095238095238360e-01,5.198412698412698818e-01,5.476190476190476719e-01,5.079365079365079083e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.920634920634920362e-01,5.198412698412698818e-01,5.238095238095238360e-01,5.595238095238095344e-01
5.079365079365079083e-01,5.039682539682539542e-01,4.722222222222222099e-01,5.198412698412698818e-01,5.277777777777777901e-01,5.317460317460317443e-01,5.357142857142856984e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.119047619047618625e-01,5.317460317460317443e-01,4.841269841269841279e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.880952380952380820e-01,4.960317460317460458e-01,5.198412698412698818e-01,4.801587301587301737e-01,5.039682539682539542e-01,4.801587301587301737e-01
5.000000000000000000e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.841269841269841279e-01,5.198412698412698818e-01,4.841269841269841279e-01,4.682539682539682557e-01,5.119047619047618625e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.238095238095238360e-01,5.238095238095238360e-01,5.158730158730159276e-01,4.761904761904761640e-01,4.960317460317460458e-01,5.198412698412698818e-01,5.039682539682539542e-01,5.198412698412698818e-01,5.000000000000000000e-01,5.198412698412698818e-01
5.198412698412698818e-01,5.198412698412698818e-01,4.960317460317460458e-01,5.158730158730159276e-01,4.960317460317460458e-01,5.198412698412698818e-01,5.396825396825396526e-01,5.317460317460317443e-01,5.357142857142856984e-01,4.920634920634920362e-01,5.277777777777777901e-01,5.039682539682539542e-01,4.722222222222222099e-01,5.317460317460317443e-01,5.357142857142856984e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.198412698412698818e-01,5.198412698412698818e-01,4.960317460317460458e-01
