5.418650850653647932e-01,5.305555567145348039e-01,5.424603193998336348e-01,5.396825432777404563e-01,5.351190522313118425e-01,5.333333373069762962e-01,5.472222268581390381e-01,5.307539761066436546e-01,5.386904835700988547e-01,5.287698417901992576e-01,5.327380940318107161e-01,5.432539761066437212e-01,5.404761970043182595e-01,5.380952358245849609e-01,5.376984089612960593e-01
5.321428671479224715e-01,5.454365164041519165e-01,5.434523850679398027e-01,5.359127014875412209e-01,5.343254044651984946e-01,5.313492029905318992e-01,5.347222223877906577e-01,5.398809611797332764e-01,5.331349283456802146e-01,5.446428641676902549e-01,5.376984164118766563e-01,5.289682552218437639e-01,5.311507925391196761e-01,5.380952417850494163e-01,5.315476253628730330e-01
5.369047597050666809e-01,5.448412775993347612e-01,5.410714343190192732e-01,5.418650895357132180e-01,5.426587313413619995e-01,5.369047671556472778e-01,5.432539761066437212e-01,5.398809581995009932e-01,5.492063522338866965e-01,5.404761865735053794e-01,5.394841343164443748e-01,5.400793686509132163e-01,5.325396791100501792e-01,5.363095313310622947e-01,5.418650791049003379e-01
5.456349253654479980e-01,5.343254014849663225e-01,5.452380970120429549e-01,5.454365104436874612e-01,5.333333402872085793e-01,5.335317552089691162e-01,5.329365164041519609e-01,5.349206313490867393e-01,5.408730179071425948e-01,5.331349283456802146e-01,5.355158805847167747e-01,5.359127029776573625e-01,5.436507970094680564e-01,5.355158761143684609e-01,5.404761970043182595e-01
5.357142895460128562e-01,5.448412746191024780e-01,5.410714283585548179e-01,5.325396865606307761e-01,5.446428656578063965e-01,5.267857193946838823e-01,5.412698477506637795e-01,5.394841343164443748e-01,5.402777850627898948e-01,5.400793731212616411e-01,5.369047656655311362e-01,5.365079432725906594e-01,5.476190537214279397e-01,5.396825432777404563e-01,5.345238149166107178e-01
5.359127044677733931e-01,5.396825462579727395e-01,5.398809581995009932e-01,5.422619104385375532e-01,5.305555552244186623e-01,5.416666775941848533e-01,5.329365104436873946e-01,5.448412805795669334e-01,5.309523895382881609e-01,5.355158835649490578e-01,5.390873074531554732e-01,5.357142895460128562e-01,5.319444477558136208e-01,5.386904776096343994e-01,5.313492193818092346e-01
5.375000089406967163e-01,5.444444447755814043e-01,5.480158835649490134e-01,5.410714328289032427e-01,5.426587373018264548e-01,5.470238119363785012e-01,5.359127029776573625e-01,5.335317462682723777e-01,5.339285716414451377e-01,5.404761970043182595e-01,5.349206328392028809e-01,5.416666716337203979e-01,5.329365044832229392e-01,5.341269850730896440e-01,5.424603223800659180e-01
5.390873074531554732e-01,5.515873074531555398e-01,5.378968268632888794e-01,5.394841313362122026e-01,5.466269910335540549e-01,5.375000104308128579e-01,5.365079343318939209e-01,5.406746014952659163e-01,5.345238178968430010e-01,5.363095283508301225e-01,5.412698462605476379e-01,5.301587343215942161e-01,5.321428596973418745e-01,5.394841313362122026e-01,5.430555567145347595e-01
5.408730223774910195e-01,5.444444432854652627e-01,5.380952477455138716e-01,5.430555611848830733e-01,5.418650805950164795e-01,5.363095253705978394e-01,5.337301626801490562e-01,5.434523850679398027e-01,5.410714328289032427e-01,5.371031805872916731e-01,5.361111119389534441e-01,5.418650880455970764e-01,5.402777865529060364e-01,5.392857164144515547e-01,5.412698447704314964e-01
5.484127044677734597e-01,5.426587343215942827e-01,5.418650820851326211e-01,5.478174686431884766e-01,5.418650925159453902e-01,5.408730208873748779e-01,5.488095283508300781e-01,5.347222298383712547e-01,5.380952402949332747e-01,5.406746119260787964e-01,5.422619134187698364e-01,5.444444537162780318e-01,5.390873134136200395e-01,5.434523850679398027e-01,5.373015955090523210e-01
5.380952477455138716e-01,5.386904835700988547e-01,5.503968298435211182e-01,5.440476208925246748e-01,5.436507999897003396e-01,5.347222313284873962e-01,5.361111149191856162e-01,5.384920686483383179e-01,5.440476253628730996e-01,5.355158805847167747e-01,5.398809611797332764e-01,5.341269910335540994e-01,5.325396850705146345e-01,5.361111223697662131e-01,5.386904835700988547e-01
