5.166666666666666075e-01,5.309523809523808424e-01,5.142857142857142350e-01,5.325396825396825351e-01,5.333333333333334370e-01,5.222222222222221433e-01,5.365079365079364893e-01,5.214285714285714635e-01,5.341269841269841168e-01,5.198412698412698818e-01,5.301587301587301626e-01,5.079365079365079083e-01,5.317460317460317443e-01,5.142857142857142350e-01,5.206349206349206726e-01
5.246031746031745158e-01,5.206349206349205616e-01,5.269841269841269993e-01,5.285714285714284699e-01,5.230158730158730451e-01,5.230158730158730451e-01,5.222222222222222543e-01,5.238095238095237249e-01,5.158730158730158166e-01,4.920634920634920917e-01,5.198412698412698818e-01,5.055555555555555358e-01,5.222222222222222543e-01,5.150793650793650258e-01,5.246031746031746268e-01
5.158730158730158166e-01,5.277777777777777901e-01,5.238095238095238360e-01,5.214285714285714635e-01,5.269841269841269993e-01,5.333333333333333259e-01,5.253968253968254176e-01,5.182539682539683001e-01,5.246031746031746268e-01,5.285714285714285809e-01,5.238095238095237249e-01,5.103174603174602808e-01,5.190476190476190910e-01,5.039682539682539542e-01,5.309523809523809534e-01
5.166666666666666075e-01,5.134920634920635552e-01,5.293650793650792608e-01,5.134920634920634441e-01,5.238095238095238360e-01,5.253968253968254176e-01,5.277777777777776791e-01,5.246031746031745158e-01,5.253968253968254176e-01,5.230158730158730451e-01,5.246031746031745158e-01,5.126984126984126533e-01,5.047619047619047450e-01,5.246031746031746268e-01,5.261904761904762085e-01
5.246031746031746268e-01,5.333333333333334370e-01,5.261904761904760974e-01,5.126984126984126533e-01,5.238095238095238360e-01,5.238095238095237249e-01,5.142857142857142350e-01,5.134920634920635552e-01,5.349206349206349076e-01,5.285714285714285809e-01,5.230158730158729341e-01,5.031746031746031633e-01,5.111111111111110716e-01,5.317460317460318553e-01,5.333333333333334370e-01
5.222222222222221433e-01,5.238095238095238360e-01,5.277777777777777901e-01,5.206349206349206726e-01,5.182539682539681891e-01,5.269841269841268883e-01,5.285714285714285809e-01,5.253968253968254176e-01,5.206349206349206726e-01,5.269841269841269993e-01,5.198412698412697708e-01,5.317460317460317443e-01,5.150793650793651368e-01,5.309523809523810645e-01,5.150793650793650258e-01
5.309523809523809534e-01,5.309523809523809534e-01,5.317460317460318553e-01,5.253968253968254176e-01,5.293650793650793718e-01,5.261904761904762085e-01,5.246031746031745158e-01,5.166666666666666075e-01,5.380952380952381819e-01,5.373015873015872801e-01,5.182539682539683001e-01,5.317460317460317443e-01,5.261904761904762085e-01,5.198412698412698818e-01,5.293650793650792608e-01
5.103174603174602808e-01,5.317460317460317443e-01,5.341269841269841168e-01,5.222222222222221433e-01,5.253968253968254176e-01,5.317460317460317443e-01,5.285714285714285809e-01,5.293650793650793718e-01,5.031746031746031633e-01,5.071428571428571175e-01,5.309523809523809534e-01,5.206349206349206726e-01,5.484126984126984627e-01,5.126984126984127643e-01,5.174603174603173983e-01
5.309523809523810645e-01,5.285714285714285809e-01,5.309523809523809534e-01,5.269841269841269993e-01,5.150793650793650258e-01,5.174603174603175093e-01,5.285714285714285809e-01,5.261904761904762085e-01,5.190476190476189799e-01,5.198412698412697708e-01,5.309523809523809534e-01,5.253968253968254176e-01,5.246031746031745158e-01,5.174603174603175093e-01,5.198412698412698818e-01
5.198412698412698818e-01,5.238095238095237249e-01,5.246031746031745158e-01,5.412698412698412342e-01,5.166666666666666075e-01,5.150793650793650258e-01,5.285714285714284699e-01,5.198412698412697708e-01,5.126984126984126533e-01,5.206349206349205616e-01,5.158730158730159276e-01,5.182539682539681891e-01,5.158730158730158166e-01,5.007936507936507908e-01,5.380952380952381819e-01
5.214285714285713524e-01,5.333333333333333259e-01,5.269841269841268883e-01,5.119047619047618625e-01,5.277777777777776791e-01,5.500000000000000444e-01,5.301587301587301626e-01,5.222222222222221433e-01,5.166666666666666075e-01,5.325396825396826461e-01,5.150793650793652478e-01,5.166666666666666075e-01,5.301587301587301626e-01,5.238095238095238360e-01,5.206349206349207837e-01
5.325396825396826461e-01,5.182539682539681891e-01,5.269841269841268883e-01,5.301587301587302736e-01,5.373015873015873911e-01,5.198412698412697708e-01,5.222222222222222543e-01,5.071428571428571175e-01,5.174603174603173983e-01,5.150793650793651368e-01,5.293650793650793718e-01,5.253968253968254176e-01,5.301587301587301626e-01,5.190476190476189799e-01,5.119047619047618625e-01
5.285714285714285809e-01,5.190476190476189799e-01,5.277777777777777901e-01,5.246031746031746268e-01,5.349206349206349076e-01,5.293650793650794828e-01,5.285714285714285809e-01,5.285714285714286920e-01,5.269841269841269993e-01,5.357142857142856984e-01,5.126984126984127643e-01,5.277777777777779011e-01,5.079365079365079083e-01,5.269841269841269993e-01,5.253968253968253066e-01
5.253968253968254176e-01,5.190476190476190910e-01,5.198412698412698818e-01,5.206349206349205616e-01,5.182539682539683001e-01,5.246031746031745158e-01,5.126984126984126533e-01,5.388888888888888618e-01,5.404761904761905544e-01,5.206349206349205616e-01,5.206349206349205616e-01,5.380952380952380709e-01,5.150793650793651368e-01,5.142857142857142350e-01,5.325396825396825351e-01
5.261904761904762085e-01,5.365079365079364893e-01,5.253968253968254176e-01,5.182539682539681891e-01,5.238095238095237249e-01,5.190476190476189799e-01,5.222222222222222543e-01,5.341269841269842278e-01,5.190476190476189799e-01,5.087301587301586991e-01,5.269841269841268883e-01,5.222222222222221433e-01,5.182539682539681891e-01,5.301587301587301626e-01,5.142857142857143460e-01
