5.335317462682723777e-01,5.361111149191856162e-01,5.257936492562294006e-01,5.293650746345519575e-01,5.315476149320602639e-01,5.277777805924415144e-01
5.359126985073089378e-01,5.285714283585548623e-01,5.261904835700988992e-01,5.378968313336371931e-01,5.339285701513289961e-01,5.267857223749160545e-01
5.390873074531554732e-01,5.224206298589706421e-01,5.388888955116272195e-01,5.297619044780731423e-01,5.339285790920257346e-01,5.232142850756644759e-01
5.410714298486709595e-01,5.319444462656974792e-01,5.317460313439369424e-01,5.359127014875412209e-01,5.279761910438537376e-01,5.349206417798996194e-01
5.285714358091354592e-01,5.392857208847999795e-01,5.331349194049834761e-01,5.317460373044013977e-01,5.285714268684387207e-01,5.315476268529891746e-01
5.384920746088027732e-01,5.273809552192687544e-01,5.398809581995009932e-01,5.373015940189361794e-01,5.325396910309792009e-01,5.363095358014107195e-01
5.341269880533218162e-01,5.353174641728400962e-01,5.311507984995842424e-01,5.343254029750823531e-01,5.285714343190193176e-01,5.259920656681060791e-01
5.384920656681060347e-01,5.275793671607971191e-01,5.375000059604644331e-01,5.327381014823913130e-01,5.313492074608803239e-01,5.253968313336372375e-01
5.392857208847999795e-01,5.376984164118766563e-01,5.373015910387038963e-01,5.261904850602150407e-01,5.351190507411957009e-01,5.375000029802322610e-01
5.488095253705977949e-01,5.261904820799827576e-01,5.307539731264114824e-01,5.295634984970092329e-01,5.341269925236702409e-01,5.299603238701819929e-01
5.460317522287368996e-01,5.408730179071425948e-01,5.295634925365447776e-01,5.275793626904488054e-01,5.335317492485046609e-01,5.373015940189361794e-01
5.472222268581390381e-01,5.422619104385375532e-01,5.380952417850494163e-01,5.331349283456802146e-01,5.299603149294853655e-01,5.382936581969260947e-01
