6.208333333333332371e-01,6.210317460317459348e-01,6.299603174603173317e-01,6.238095238095235917e-01,6.234126984126985294e-01,6.196428571428571619e-01,6.142857142857143238e-01,6.210317460317461569e-01,6.196428571428570509e-01
6.168650793650792830e-01,6.232142857142857206e-01,6.261904761904760752e-01,6.216269841269841390e-01,6.267857142857142794e-01,6.293650793650793496e-01,6.188492063492062600e-01,6.126984126984126311e-01,6.117063492063490315e-01
6.212301587301587436e-01,6.240079365079365115e-01,6.287698412698412564e-01,6.287698412698412564e-01,6.196428571428571619e-01,6.168650793650793940e-01,6.166666666666665853e-01,6.150793650793650036e-01,6.160714285714284921e-01
6.176587301587301848e-01,6.236111111111110050e-01,6.248015873015873023e-01,6.279761904761904656e-01,6.156746031746032077e-01,6.255952380952380931e-01,6.182539682539682779e-01,6.150793650793652256e-01,6.182539682539682779e-01
6.148809523809524169e-01,6.220238095238095344e-01,6.285714285714286698e-01,6.216269841269841390e-01,6.275793650793650702e-01,6.224206349206349298e-01,6.236111111111111160e-01,6.170634920634920917e-01,6.138888888888889284e-01
6.281746031746030523e-01,6.267857142857142794e-01,6.244047619047619069e-01,6.198412698412697486e-01,6.287698412698413675e-01,6.222222222222221211e-01,6.156746031746032077e-01,6.226190476190475165e-01,6.123015873015873467e-01
6.111111111111111605e-01,6.289682539682539542e-01,6.244047619047620179e-01,6.218253968253970587e-01,6.238095238095239248e-01,6.206349206349207615e-01,6.206349206349206504e-01,6.196428571428573839e-01,6.115079365079365559e-01
6.212301587301585215e-01,6.202380952380953660e-01,6.275793650793651812e-01,6.228174603174603252e-01,6.275793650793650702e-01,6.186507936507936734e-01,6.214285714285715523e-01,6.111111111111110494e-01,6.224206349206349298e-01
6.246031746031746046e-01,6.285714285714285587e-01,6.271825396825397858e-01,6.305555555555555358e-01,6.214285714285715523e-01,6.190476190476191798e-01,6.210317460317460458e-01,6.128968253968253288e-01,6.208333333333333481e-01
6.246031746031746046e-01,6.281746031746031633e-01,6.234126984126984183e-01,6.273809523809524835e-01,6.279761904761905766e-01,6.238095238095237027e-01,6.232142857142857206e-01,6.204365079365077307e-01,6.210317460317461569e-01
6.248015873015873023e-01,6.261904761904759642e-01,6.251984126984125867e-01,6.218253968253968367e-01,6.273809523809522615e-01,6.206349206349207615e-01,6.222222222222221211e-01,6.158730158730159054e-01,6.113095238095237471e-01
6.152777777777778123e-01,6.299603174603174427e-01,6.291666666666666519e-01,6.222222222222221211e-01,6.255952380952382041e-01,6.148809523809524169e-01,6.160714285714286031e-01,6.224206349206348188e-01,6.180555555555555802e-01
6.275793650793650702e-01,6.275793650793650702e-01,6.283730158730159721e-01,6.271825396825396748e-01,6.261904761904762973e-01,6.253968253968255064e-01,6.226190476190476275e-01,6.117063492063491426e-01,6.095238095238094678e-01
6.216269841269841390e-01,6.289682539682538431e-01,6.261904761904760752e-01,6.321428571428571175e-01,6.287698412698411454e-01,6.222222222222223431e-01,6.240079365079366225e-01,6.158730158730157944e-01,6.083333333333331705e-01
6.242063492063493202e-01,6.277777777777776569e-01,6.279761904761904656e-01,6.170634920634919807e-01,6.214285714285714413e-01,6.236111111111111160e-01,6.178571428571427715e-01,6.081349206349205838e-01,6.162698412698411898e-01
6.202380952380952550e-01,6.273809523809524835e-01,6.297619047619048560e-01,6.269841269841268661e-01,6.232142857142858317e-01,6.186507936507935623e-01,6.198412698412698596e-01,6.158730158730157944e-01,6.182539682539680559e-01
6.230158730158730229e-01,6.347222222222221877e-01,6.232142857142857206e-01,6.279761904761904656e-01,6.250000000000000000e-01,6.180555555555555802e-01,6.107142857142856540e-01,6.150793650793650036e-01,6.164682539682539986e-01
6.206349206349206504e-01,6.240079365079365115e-01,6.216269841269841390e-01,6.291666666666665408e-01,6.285714285714286698e-01,6.154761904761905100e-01,6.190476190476189577e-01,6.166666666666664742e-01,6.178571428571427715e-01
6.263888888888888840e-01,6.295634920634919363e-01,6.297619047619047450e-01,6.246031746031746046e-01,6.250000000000000000e-01,6.232142857142857206e-01,6.204365079365079527e-01,6.176587301587301848e-01,6.216269841269840279e-01
6.257936507936506798e-01,6.283730158730158610e-01,6.297619047619047450e-01,6.263888888888887729e-01,6.293650793650792385e-01,6.204365079365079527e-01,6.168650793650793940e-01,6.178571428571427715e-01,6.146825396825397192e-01
6.253968253968252844e-01,6.323412698412698152e-01,6.331349206349206060e-01,6.309523809523809312e-01,6.253968253968252844e-01,6.228174603174603252e-01,6.162698412698410788e-01,6.180555555555556912e-01,6.162698412698413009e-01
