6.263888888888888840e-01,6.251984126984126977e-01,6.170634920634918696e-01,6.146825396825398302e-01,6.103174603174603696e-01,6.085317460317459792e-01,6.162698412698413009e-01
6.289682539682539542e-01,6.249999999999998890e-01,6.218253968253968367e-01,6.182539682539683890e-01,6.188492063492063711e-01,6.095238095238095788e-01,6.077380952380951884e-01
6.200396825396824463e-01,6.250000000000001110e-01,6.238095238095238138e-01,6.244047619047619069e-01,6.158730158730159054e-01,6.156746031746032077e-01,6.101190476190476719e-01
6.246031746031743825e-01,6.214285714285714413e-01,6.202380952380952550e-01,6.232142857142856096e-01,6.117063492063492536e-01,6.218253968253968367e-01,6.079365079365079971e-01
6.271825396825396748e-01,6.263888888888888840e-01,6.248015873015873023e-01,6.208333333333333481e-01,6.196428571428571619e-01,6.109126984126984627e-01,6.124999999999998224e-01
6.224206349206349298e-01,6.246031746031747156e-01,6.265873015873015817e-01,6.204365079365080637e-01,6.214285714285714413e-01,6.085317460317460903e-01,6.125000000000000444e-01
6.337301587301589212e-01,6.263888888888888840e-01,6.172619047619047894e-01,6.178571428571427715e-01,6.204365079365079527e-01,6.126984126984127421e-01,6.160714285714284921e-01
6.214285714285714413e-01,6.265873015873016927e-01,6.234126984126985294e-01,6.210317460317459348e-01,6.158730158730157944e-01,6.055555555555556246e-01,6.029761904761905544e-01
6.293650793650792385e-01,6.248015873015873023e-01,6.253968253968252844e-01,6.206349206349206504e-01,6.126984126984128531e-01,6.124999999999999334e-01,6.136904761904761196e-01
6.242063492063492092e-01,6.240079365079365115e-01,6.194444444444445752e-01,6.180555555555555802e-01,6.132936507936507242e-01,6.099206349206347522e-01,6.059523809523809090e-01
6.261904761904762973e-01,6.214285714285712192e-01,6.242063492063492092e-01,6.190476190476190688e-01,6.198412698412698596e-01,6.085317460317460903e-01,6.095238095238096898e-01
6.301587301587302514e-01,6.265873015873013596e-01,6.244047619047619069e-01,6.152777777777778123e-01,6.123015873015872357e-01,6.148809523809524169e-01,6.113095238095237471e-01
6.295634920634920473e-01,6.279761904761903546e-01,6.208333333333334592e-01,6.136904761904762307e-01,6.160714285714286031e-01,6.067460317460316999e-01,6.071428571428570953e-01
6.317460317460316110e-01,6.224206349206349298e-01,6.232142857142856096e-01,6.180555555555554692e-01,6.200396825396825573e-01,6.178571428571426605e-01,6.097222222222222765e-01
6.253968253968255064e-01,6.257936507936509019e-01,6.220238095238095344e-01,6.150793650793651146e-01,6.168650793650793940e-01,6.071428571428572063e-01,6.099206349206348632e-01
6.295634920634921583e-01,6.236111111111111160e-01,6.273809523809521504e-01,6.222222222222222321e-01,6.134920634920633109e-01,6.138888888888890394e-01,6.071428571428570953e-01
6.279761904761904656e-01,6.261904761904762973e-01,6.283730158730159721e-01,6.142857142857142128e-01,6.101190476190474499e-01,6.138888888888888173e-01,6.146825396825397192e-01
6.222222222222222321e-01,6.265873015873015817e-01,6.174603174603177091e-01,6.206349206349206504e-01,6.136904761904761196e-01,6.156746031746030967e-01,6.111111111111111605e-01
6.271825396825396748e-01,6.257936507936506798e-01,6.255952380952380931e-01,6.160714285714286031e-01,6.093253968253967701e-01,6.170634920634919807e-01,6.158730158730156834e-01
6.269841269841268661e-01,6.259920634920634885e-01,6.204365079365079527e-01,6.236111111111112271e-01,6.150793650793648926e-01,6.166666666666668073e-01,6.119047619047618403e-01
6.279761904761904656e-01,6.238095238095238138e-01,6.236111111111112271e-01,6.156746031746030967e-01,6.121031746031746490e-01,6.001984126984126755e-01,6.117063492063492536e-01
