5.126984126984126533e-01,5.130952380952381597e-01,5.226190476190475387e-01,5.202380952380952772e-01,5.212301587301585437e-01,5.182539682539680781e-01
5.190476190476190910e-01,5.204365079365078639e-01,5.101190476190475831e-01,5.218253968253968589e-01,5.109126984126983739e-01,5.238095238095238360e-01
5.287698412698413897e-01,5.228174603174603474e-01,5.194444444444445974e-01,5.154761904761904212e-01,5.190476190476190910e-01,5.265873015873017149e-01
5.228174603174602364e-01,5.251984126984126089e-01,5.273809523809525057e-01,5.198412698412699928e-01,5.192460317460316777e-01,5.240079365079365337e-01
5.230158730158730451e-01,5.192460317460317887e-01,5.166666666666666075e-01,5.216269841269840501e-01,5.265873015873016039e-01,5.160714285714285143e-01
5.289682539682539764e-01,5.218253968253966368e-01,5.261904761904762085e-01,5.238095238095238360e-01,5.198412698412698818e-01,5.212301587301586547e-01
5.244047619047618181e-01,5.216269841269841612e-01,5.269841269841269993e-01,5.204365079365078639e-01,5.162698412698413231e-01,5.234126984126984405e-01
5.186507936507936956e-01,5.263888888888887951e-01,5.269841269841269993e-01,5.220238095238094456e-01,5.222222222222221433e-01,5.196428571428571841e-01
5.267857142857141906e-01,5.230158730158730451e-01,5.204365079365079749e-01,5.261904761904762085e-01,5.111111111111110716e-01,5.154761904761905322e-01
5.226190476190476497e-01,5.198412698412698818e-01,5.202380952380951662e-01,5.188492063492062822e-01,5.301587301587302736e-01,5.196428571428570731e-01
5.275793650793650924e-01,5.329365079365080415e-01,5.160714285714285143e-01,5.202380952380952772e-01,5.267857142857143016e-01,5.140873015873015373e-01
