6.305555552244186401e-01,6.186507970094681230e-01,6.117063522338866965e-01,6.039682567119598611e-01,6.079365074634551780e-01,6.105158746242522749e-01
6.331349164247512817e-01,6.170634925365447998e-01,5.930555522441863792e-01,6.067460328340530396e-01,6.025793671607970747e-01,6.003968238830565962e-01
6.392857134342193604e-01,6.125000000000000444e-01,6.123015910387039629e-01,6.011904805898666826e-01,5.994047641754149947e-01,5.990079343318939209e-01
6.305555552244186401e-01,6.071428596973419411e-01,6.190476238727569136e-01,6.035714358091354148e-01,5.972222268581390825e-01,6.003968298435211626e-01
6.242063552141189353e-01,6.085317462682724443e-01,6.115079373121261597e-01,6.123015850782393965e-01,6.077380955219269243e-01,5.908730208873749223e-01
6.244047641754150169e-01,6.117063552141189797e-01,6.037698388099670410e-01,6.069444477558135764e-01,6.005952417850494163e-01,6.015873014926910178e-01
6.367063403129578081e-01,6.099206447601318581e-01,6.107142835855483565e-01,6.041666746139526811e-01,6.063492119312285933e-01,5.996031790971756426e-01
6.261904805898665938e-01,6.041666686534881148e-01,6.136904776096343550e-01,6.164682567119598167e-01,6.073412686586380227e-01,5.968253970146178977e-01
6.232142835855484231e-01,6.031746059656143411e-01,6.011904776096343994e-01,5.954365134239196777e-01,5.950396835803986040e-01,5.944444507360457930e-01
6.218253970146179199e-01,6.091269850730895996e-01,6.154761910438537598e-01,6.073412716388701948e-01,5.980158746242523193e-01,5.978174686431885210e-01
6.196428596973418967e-01,6.007936447858810425e-01,6.081349283456802812e-01,6.009920597076415794e-01,5.946428596973418745e-01,5.849206417798995528e-01
6.188492089509963767e-01,5.986111164093017578e-01,6.087301611900329812e-01,5.952381044626235962e-01,5.924603253602981345e-01,5.962301552295684592e-01
