6.866144010223804717e-01,6.835850879187350682e-01,6.918408435697389613e-01,6.902101897073803505e-01,6.886601928769404690e-01,6.882936261496632735e-01,6.837874006490671785e-01,6.853362011465710113e-01,6.789127098089005052e-01,6.737457150037262643e-01
6.861383159724454561e-01,6.886682002218218468e-01,6.915629210027181006e-01,6.910082828100414520e-01,6.933841435179599610e-01,6.882040050441354806e-01,6.831319775576126796e-01,6.803530318722431636e-01,6.769732797375074274e-01,6.641289913234770248e-01
6.860486529429439262e-01,6.894983517226334069e-01,6.931191857549773294e-01,6.936559227034166941e-01,6.852671633957255759e-01,6.868704017263425055e-01,6.811559898655457079e-01,6.802882400366114801e-01,6.744480385776269182e-01,6.565616793108215443e-01
6.915672158480059561e-01,6.927329903888431728e-01,6.921787822137606128e-01,6.986405915769430264e-01,6.868434347061883605e-01,6.830368936545876402e-01,6.741218119174592349e-01,6.794527029135498664e-01,6.709931456894049351e-01,6.680312074878222983e-01
6.912138899035047412e-01,6.896368230093383733e-01,6.928716580378435630e-01,6.895443625488957284e-01,6.901746679321093536e-01,6.884037783337452199e-01,6.802774930781319007e-01,6.778178375931120936e-01,6.748916133782280058e-01,6.717882824297060074e-01
6.850207239442831497e-01,6.919674288322934519e-01,6.897238747265916903e-01,7.004965036606244366e-01,6.903814204855491798e-01,6.865661350766982807e-01,6.744183940600659843e-01,6.690014643278752171e-01,6.665057183346437819e-01,6.609975350452460541e-01
6.911503309637226922e-01,6.973624306924562921e-01,6.972226526374016853e-01,6.914427653635230042e-01,6.824610465693395911e-01,6.761211561710274154e-01,6.755159896823343946e-01,6.781559174762407105e-01,6.664965140606836647e-01,6.631366500327536828e-01
6.876893584187555586e-01,6.991307054578367319e-01,6.926044779014352004e-01,6.919939432639324872e-01,6.893554546095181923e-01,6.762513116450933337e-01,6.803419730576180102e-01,6.656064576453152304e-01,6.583026252473986872e-01,6.632483325215405845e-01
6.945115611668100097e-01,6.950238323319865019e-01,7.048102850406131603e-01,6.963917999942158543e-01,6.836814663479819920e-01,6.794196472159417244e-01,6.705760287784930940e-01,6.660441809638170119e-01,6.644495836077698447e-01,6.571675268657655167e-01
6.916547411839008008e-01,6.944535666907130089e-01,6.938124553322690957e-01,6.899371323383148846e-01,6.859424256729793612e-01,6.792418985481364357e-01,6.721055975102634417e-01,6.723987754436375752e-01,6.622447907395498934e-01,6.460379548938512961e-01
6.925697901960290448e-01,6.952606582564506699e-01,6.942214613640478316e-01,6.849706243991924293e-01,6.806685188205755521e-01,6.732050847383430625e-01,6.721071589800002855e-01,6.651970498335429971e-01,6.544509186287129632e-01,6.446370450668287289e-01
6.937712521009590239e-01,6.936822961937371135e-01,6.961555841324101879e-01,6.859767692018257090e-01,6.791272890266428774e-01,6.743966504784120186e-01,6.717562910321183134e-01,6.593478502712948330e-01,6.501828905300742756e-01,6.500513407666986820e-01
6.921917554401378903e-01,7.013341106379857859e-01,6.999706175140771869e-01,6.865954859813958588e-01,6.828701348709418362e-01,6.750355584160938616e-01,6.626672225430376706e-01,6.574890733331125725e-01,6.574492786565140356e-01,6.438222905938770779e-01
6.945191968703984253e-01,6.983224482027113877e-01,6.937752007543909194e-01,6.865804281369840556e-01,6.847034890197702950e-01,6.694309768174975250e-01,6.659023007181470444e-01,6.572247429513775607e-01,6.431557971390947648e-01,6.419998816951016929e-01
