5.535714328289031982e-01,5.926587343215942161e-01,6.218254029750823753e-01,6.238095223903655784e-01,6.311507910490036233e-01,6.369047582149505171e-01,6.361111104488372803e-01,6.382936537265777588e-01,6.345238119363785234e-01,6.271825402975081953e-01
5.561507940292358398e-01,6.039682567119598611e-01,6.216269791126250999e-01,6.287698447704315186e-01,6.371031761169433372e-01,6.351190477609633955e-01,6.327380895614623801e-01,6.355158746242522971e-01,6.378968238830566850e-01,6.228174656629562600e-01
5.593254029750823753e-01,6.085317492485046165e-01,6.299603164196014848e-01,6.376984119415283203e-01,6.293650805950165017e-01,6.337301552295684370e-01,6.327380895614623801e-01,6.374999940395355003e-01,6.325396806001662986e-01,6.255952358245849831e-01
5.700396895408630371e-01,6.073412716388701948e-01,6.271825343370437400e-01,6.420634925365448220e-01,6.392857104539870772e-01,6.361111134290695635e-01,6.279761880636215432e-01,6.375000089406966941e-01,6.293650776147842185e-01,6.325396835803985818e-01
5.712301611900330034e-01,6.136904746294021828e-01,6.301587253808975664e-01,6.382936477661133035e-01,6.416666716337203757e-01,6.412698388099670188e-01,6.349206387996673140e-01,6.396825432777404341e-01,6.382936507463454756e-01,6.375000059604645219e-01
5.648809581995010154e-01,6.132936567068100198e-01,6.277777791023254617e-01,6.448412656784057173e-01,6.424603193998337236e-01,6.426587313413619773e-01,6.347222268581390603e-01,6.341269820928573386e-01,6.311507910490036233e-01,6.307539701461791770e-01
5.738095134496689065e-01,6.240079343318939431e-01,6.380952388048172219e-01,6.432539731264114158e-01,6.367063492536544356e-01,6.325396806001662986e-01,6.371031731367111650e-01,6.438492029905319436e-01,6.317460328340530618e-01,6.333333283662796465e-01
5.753968268632888572e-01,6.265873044729233232e-01,6.341269820928573386e-01,6.422619044780730757e-01,6.424603134393691573e-01,6.351190477609633955e-01,6.418650776147842851e-01,6.297619104385375755e-01,6.313492059707641602e-01,6.327380955219268355e-01
5.815476238727569358e-01,6.230158686637878862e-01,6.476190507411956343e-01,6.472222238779068437e-01,6.374999970197677834e-01,6.386904686689376387e-01,6.355158746242522971e-01,6.335317432880401833e-01,6.343253970146178755e-01,6.263888835906982200e-01
5.819444477558135542e-01,6.251984119415283647e-01,6.380952358245849387e-01,6.422619044780730757e-01,6.434523791074753252e-01,6.416666626930236372e-01,6.406746059656143188e-01,6.367063522338867188e-01,6.323412656784057617e-01,6.184523820877074751e-01
5.835317552089691606e-01,6.242063403129577415e-01,6.384920626878738403e-01,6.386904716491699219e-01,6.374999910593033281e-01,6.361111044883728249e-01,6.424603164196014404e-01,6.347222149372100386e-01,6.261904776096344216e-01,6.198412746191024336e-01
5.894841313362121360e-01,6.226190447807311568e-01,6.422619044780730757e-01,6.392857164144516435e-01,6.361111074686049971e-01,6.347222208976746050e-01,6.388888925313949141e-01,6.275793641805649248e-01,6.250000000000000000e-01,6.230158746242523415e-01
5.871031820774078591e-01,6.335317432880401833e-01,6.466269880533218606e-01,6.408730179071426836e-01,6.414682537317275557e-01,6.351190477609633955e-01,6.289682537317276001e-01,6.285714238882065263e-01,6.301587343215941939e-01,6.174603193998337014e-01
5.908730149269103560e-01,6.315476179122925249e-01,6.396825343370438066e-01,6.424603223800658958e-01,6.466269820928574052e-01,6.345238089561462402e-01,6.345238089561462402e-01,6.287698447704315186e-01,6.204365074634552446e-01,6.212301552295684814e-01
