7.001013166600811299e-01,7.016499675261325120e-01,7.011528109160509725e-01,7.061855192106435419e-01,7.038388072155533637e-01,7.041008464167072267e-01,7.009645269463525841e-01,7.044564627766307652e-01,7.031428308984989384e-01
7.020789091383174974e-01,7.008213242538493537e-01,7.054052445757041934e-01,7.007743899201095417e-01,7.046573383824553671e-01,7.065900137603716713e-01,7.015213234296732159e-01,7.001984533705067903e-01,6.994263533277857992e-01
7.000091500771394859e-01,7.028919575859118307e-01,7.065330574675104947e-01,7.030720403848003119e-01,7.012671124097173969e-01,7.029311012483222543e-01,7.012289304977560311e-01,7.000058872789289843e-01,7.012795319514749659e-01
6.997483813485435578e-01,7.030717137007297390e-01,7.019940251275456067e-01,7.031398321095280179e-01,6.986320846010029006e-01,7.052325314543058665e-01,7.016683284041802526e-01,6.982402140762518084e-01,6.993926776459165051e-01
6.983856864606214909e-01,6.998296258032263850e-01,7.054349581064810470e-01,7.014332416658679570e-01,7.065185594967713367e-01,7.045643061039817967e-01,7.008773547750093424e-01,7.021902812847373720e-01,6.951303741218577414e-01
7.038246992702970051e-01,7.040149517616078878e-01,7.064531793117305725e-01,7.006847190385439017e-01,7.033502828931845752e-01,7.051605869379997671e-01,7.028671063922629081e-01,7.043614433481968362e-01,6.987234792054148880e-01
6.976615899858940040e-01,7.039138252567808118e-01,7.021277076452714372e-01,7.030990700522907755e-01,7.044625547586090830e-01,7.023646411402829637e-01,7.010585761800415261e-01,7.011559580566217864e-01,6.986489322086246734e-01
6.992188695423007250e-01,7.017790145942774949e-01,7.042038751829479137e-01,7.019457933061578059e-01,7.073145764326229656e-01,6.999196890177684649e-01,7.040579405549328706e-01,6.984337338072756918e-01,7.019653997523377376e-01
7.026468101627558749e-01,7.036120384092738878e-01,7.035628366088561014e-01,7.055670652370620299e-01,7.023169141318017505e-01,7.024184065729024429e-01,7.006797201515636564e-01,7.014817705329728925e-01,7.011153397562398526e-01
7.031524867178737814e-01,7.029938330914333733e-01,7.035718698896895607e-01,7.051591869774529453e-01,7.037930262894322997e-01,7.068203123291384449e-01,7.056713211326894886e-01,7.028458328766296059e-01,6.979470131001932476e-01
6.997265047974617902e-01,7.024555490431858562e-01,7.026943703715028411e-01,7.018587701420592184e-01,7.075894748378909194e-01,7.051416629906722688e-01,7.042524413556824348e-01,7.013191954555714203e-01,6.994244242493594665e-01
6.973574021919957122e-01,7.068535658138090927e-01,7.040635806798625218e-01,7.036891741282138568e-01,7.041082134076197541e-01,7.019435659228594471e-01,7.011448549370992156e-01,7.034753316821563685e-01,6.995958675630685741e-01
7.019658156116699299e-01,7.022532726725538854e-01,7.083169535070330536e-01,7.061225188597172187e-01,7.043246265748674961e-01,7.013830394345473840e-01,7.045185297302610783e-01,7.031026788319894028e-01,6.991169274039831238e-01
7.019560953791199598e-01,7.047346830240884819e-01,7.033232499611243860e-01,7.103819195451592794e-01,7.053473348334533544e-01,7.029312640771162579e-01,7.055778009960858022e-01,7.001518539226327942e-01,6.988332021133419891e-01
7.004364938903042681e-01,7.002894445101716103e-01,7.079040206499567223e-01,7.021556145741219002e-01,7.033711795892348961e-01,7.038874909563003213e-01,7.022117822442933699e-01,6.966507294894432878e-01,6.991565794719005744e-01
7.022611899130368762e-01,7.042682572034540955e-01,7.049332276945089459e-01,7.053068417266417089e-01,7.027729126490603884e-01,7.007471091505028671e-01,7.023541955931388303e-01,7.011764149852653949e-01,7.023910882316533044e-01
7.002183255950983343e-01,7.077226820560514886e-01,7.015837925371121164e-01,7.066391237993866481e-01,7.016855663601494486e-01,7.039349667466403560e-01,6.991665827360138419e-01,7.006630893317793429e-01,7.015648845800834810e-01
6.997477536661972364e-01,7.033874559811322813e-01,7.009705088262545569e-01,7.064166218214731341e-01,7.072290646987744456e-01,6.973150883111899345e-01,7.009288003846143589e-01,6.995194798503144851e-01,7.012419000390274215e-01
7.013171590105790054e-01,7.049762888724224741e-01,7.065593522217663569e-01,7.032315636385376711e-01,7.063912840438739682e-01,7.061774833237046689e-01,7.028007523421240244e-01,7.039479279364767583e-01,7.006625281088700863e-01
7.059769899207315458e-01,7.052425672820562541e-01,7.057266144975533617e-01,7.052056823790396889e-01,7.080182011070704773e-01,7.035007932985775092e-01,6.981247313207925576e-01,7.036734321744357867e-01,6.993348015402001128e-01
7.060525053866268941e-01,7.066050266524112056e-01,7.073111074226272610e-01,7.050005076532934734e-01,7.020842152222134258e-01,7.025531437243613953e-01,7.019531263201430615e-01,7.023473673714237808e-01,6.985191175422572618e-01
